 do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
 8444408675501 ;SP ;ARARAS ;JARDIM CELINA ;RUA MARCIANO DE SOUZA PENTEADO, N. 24, LT 2 B QD H ;220.300,00;220.300,00;0.00;Casa, 0.00 de área total, 60.89 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408675501
 8555535731240 ;SP ;ARARAS ;JARDIM CELINA ;AVENIDA AUGUSTA VIOLA DA COSTA, N. 896, Apto 101, BL 04 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535731240
 8555538480753 ;SP ;ARARAS ;JARDIM CELINA ;AVENIDA AUGUSTA VIOLA DA COSTA, N. 896, Apto 303, BLOCO 19 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538480753
 8555521251551 ;SP ;ARARAS ;JARDIM JOSE OMETTO II ;RUA  MANOEL DOS REIS MARTINES, N. 250, LT 12 ;155.000,00;155.000,00;0.00;Casa, 0.00 de área total, 44.44 de área privativa, 160.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521251551
 8787706578094 ;SP ;ARARAS ;JARDIM DAS PALMEIRAS ;AVENIDA MELVIN JONES, N. 1720, Apto 146, BLOCO 01  PAVIMENTO 05 ;162.000,00;162.000,00;0.00;Apartamento, 0.00 de área total, 44.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706578094
 8444411995830 ;SP ;ARARAS ;JARDIM DALLA COSTA ;RUA JOSE OTAVIO FONTANETTI, N. 1689, LT 19B QD K ;191.000,00;191.000,00;0.00;Casa, 0.00 de área total, 86.15 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411995830
 8444412427754 ;SP ;ARARAS ;JARDIM DALLA COSTA ;RUA ANGELA CECILIA BRINA FURLAN, N. 71, LT 05, QD G ;231.000,00;231.000,00;0.00;Casa, 0.00 de área total, 94.94 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412427754
 8555537165439 ;SP ;ARARAS ;SITIOS DE RECREIO INDEPENDENCIA ;AVENIDA CAROLA, N. 0, CS 59, LT 59 ;250.000,00;250.000,00;0.00;Casa, 0.00 de área total, 60.06 de área privativa, 235.80 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537165439
 8555538469911 ;SP ;ARARAS ;JARDIM CELINA ;AVENIDA  AUGUSTA VIOLA DA COSTA, N. 896, Apto 404, BL 26 ;151.106,00;150.000,00;0.00;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538469911
 1555501375990 ;SP ;ARARAS ;PARQUE DAS ARVORES ;RUA  EMILIO PACAGNELLA, N. 17, 0 ;280.446,00;275.000,00;0.00;Casa, 0.00 de área total, 160.31 de área privativa, 275.00 de área do terreno,  3 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555501375990
 8555539347658 ;SP ;ARARAS ;JARDIM CELINA ;AVENIDA  AUGUSTA VIOLA DA COSTA, N. 896, Apto 201, BL 02  1 ANDAR ;181.222,77;177.000,00;0.00;Apartamento, 0.00 de área total, 47.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539347658
 8555539960384 ;SP ;ARARAS ;JARDIM CELINA ;AVENIDA AUGUSTA VIOLA DA COSTA, N. 896, Apto 302, BL 28 ;165.625,07;157.000,00;0.00;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539960384
 8555539364366 ;SP ;ARARAS ;JARDIM CELINA ;AVENIDA AUGUSTA VIOLA DA COSTA, N. 896, Apto 303, BL 31 ;162.529,00;149.000,00;0.00;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539364366
 8555539044795 ;SP ;ARARAS ;JARDIM CELINA ;AVENIDA AUGUSTA VIOLA DA COSTA, N. 896, Apto 401, BL 33 ;165.529,87;148.494,61;0.00;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539044795
 8787704082261 ;SP ;ARARAS ;CONJUNTO HABITACIONAL NARCISO GOMES ;AVENIDA PRESIDENTE COSTA E SILVA, N. 503, Apto 404, 3 PAVIMENTO ;165.393,70;145.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704082261
 8787708410549 ;SP ;ARARAS ;CONJUNTO HABITACIONAL NARCISO GOMES ;AVENIDA PRESIDENTE COSTA E SILVA, N. 503, Apto 101, BL23 ;175.518,00;140.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708410549
 8444413287123 ;SP ;ARTUR NOGUEIRA ;RESIDENCIAL DA TORRE ;RUA MARIA APARECIDA ANDRETTO FILIPPINI, N. 60 ;150.000,00;200.000,00;25.00;Casa, 0.00 de área total, 50.00 de área privativa, 126.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413287123
 8444426893949 ;SP ;ARTUR NOGUEIRA ;RESIDENCIAL DA TORRE ;RUA ORLANDO CORREA BARBOSA, N. 0, QD A LT 11 PALMEIRAS ;105.626,32;102.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 154.54 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426893949
 1444406143571 ;SP ;ARUJA ;JARDIM JOIA ;RUA ARMANDO PEREIRA, N. 328, LT 03F QD E ;366.000,00;366.000,00;0.00;Casa, 0.00 de área total, 80.22 de área privativa, 250.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406143571
 1444415849600 ;SP ;ASSIS ;VILA PROGRESSO ;RUA R AMPARO, N. 375, QD111 LT02 ;175.000,00;175.000,00;0.00;Casa, 0.00 de área total, 112.05 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415849600
 8787701573221 ;SP ;ASSIS ;VILA MARIA IZABEL ;RUA SANTA IZABEL, N. 802, LT 20 QD B ;118.000,00;118.000,00;0.00;Casa, 0.00 de área total, 44.20 de área privativa, 164.05 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701573221
 8555537933215 ;SP ;ASSIS ;JARDIM NOSSA SENHORA DE FATIMA ;RUA KIOJI SUZUKI RUA P, N. 55, LT 01 QD 44 ;155.000,00;155.000,00;0.00;Casa, 0.00 de área total, 45.47 de área privativa, 144.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537933215
 1555538136817 ;SP ;ASSIS ;VILA OPERARIA ;RUA OTACILIO DORACIO MENDES, N. 535, 0 ;232.194,88;229.139,17;0.00;Casa, 0.00 de área total, 71.66 de área privativa, 91.67 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555538136817
 8444413562620 ;SP ;ATIBAIA ;JARDIM IMPERIAL ;RUA DAS FIGUEIRAS, N. 164A, QD 63LT 40 ;201.552,00;312.000,00;35.40;Casa, 0.00 de área total, 66.07 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413562620
 1444409130950 ;SP ;ATIBAIA ;VILA SANTISTA ;RUA LAMARTINE FAGUNDES, N. 860, LT 23 QD 03 ;940.000,00;940.000,00;0.00;Casa, 0.00 de área total, 308.70 de área privativa, 393.71 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409130950
 1444406917178 ;SP ;ATIBAIA ;CAETETUBA ;RUA DA FLOR DE MAIO, N. 457, LT 15 QD 37 ;368.000,00;368.000,00;0.00;Casa, 69.95 de área total, 0.00 de área privativa, 175.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406917178
 8787708572093 ;SP ;ATIBAIA ;CAETETUBA ;AVENIDA JERONIMO DE CAMARGO, N. 6997, Apto 101, BL02 ;298.100,00;298.100,00;0.00;Apartamento, 0.00 de área total, 45.58 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708572093
 1444415965775 ;SP ;ATIBAIA ;ALVINOPOLIS ;RUA ENGENHEIRO SILVIO ALVIM SOARES, N. 846, Apto 23,  2 ANDAR ;573.000,00;573.000,00;0.00;Apartamento, 0.00 de área total, 116.54 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415965775
 1444409699791 ;SP ;ATIBAIA ;GUAXINDUVA ;RUA CAPRI, N. 165B, LOTE 19 QUADRA A1 CHACARAS ELIZA ;423.000,00;423.000,00;0.00;Casa, 0.00 de área total, 88.37 de área privativa, 269.36 de área do terreno,  3 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409699791
 1444401705873 ;SP ;ATIBAIA ;TANQUE ;ESTRADA  ESTADUAL ATUAL ESTRADA VELHA ATIBAIA BR, N. SN, A23 AREA RURAL ;135.500,00;135.500,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 1060.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401705873
 1444402915421 ;SP ;ATIBAIA ;RETIRO DAS FONTES ;RUA DAS QUARESMEIRAS, N. 419, LT 09  QD F ;750.000,00;750.000,00;0.00;Casa, 0.00 de área total, 150.00 de área privativa, 300.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402915421
 8444422457257 ;SP ;AVANHANDAVA ;CENTRO ;RUA DAS AZALEAS, N. 397, 0 ;178.000,00;178.000,00;0.00;Casa, 0.00 de área total, 56.35 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422457257
 8787711174834 ;SP ;BADY BASSITT ;LOTEAMENTO AURORA ;RUA PROJETADA 07, N. 3039, Q 02 ;80.581,50;135.000,00;40.31;Casa, 0.00 de área total, 47.42 de área privativa, 200.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711174834
 8787706125758 ;SP ;BADY BASSITT ;BADY BASSIT ;RUA RUA PROJETADA,, N. 2, 3122 E 17 ;113.328,00;180.000,00;37.04;Casa, 42.74 de área total, 42.74 de área privativa, 275.14 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706125758
 8787706566592 ;SP ;BADY BASSITT ;LOT RES JD MONACO ;RUA RUA 04, N. 3878, QD W LT 03 ;68.250,00;105.000,00;35.00;Casa, 0.00 de área total, 42.76 de área privativa, 140.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706566592
 8787705456017 ;SP ;BADY BASSITT ;LOT AURORA I ;RUA PROJETADA 02, N. 3303, Q H LT 17 ;101.747,97;145.354,24;30.00;Casa, 0.00 de área total, 42.74 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705456017
 8787708140223 ;SP ;BADY BASSITT ;LOT JD DAS PALMEIRAS ;RUA PROJETADA 5, N. 1576, QD 09 LT 03 ;94.500,00;135.000,00;30.00;Casa, 0.00 de área total, 45.75 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708140223
 8444416516182 ;SP ;BADY BASSITT ;CENTRO ;RUA PHILOMENA BECATI BARUFI, N. 121, QD 03 LT 07 ;212.000,00;212.000,00;0.00;Casa, 0.00 de área total, 143.95 de área privativa, 220.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416516182
 8444417475137 ;SP ;BADY BASSITT ;BADY BASSITT ;RUA PROJETADA DOIS, N. 1041, LT 18 QD 2 ;153.000,00;153.000,00;0.00;Casa, 0.00 de área total, 57.42 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417475137
 8444418608742 ;SP ;BADY BASSITT ;RES AVENIDA PARQUE B ;RUA PROJETADA 1, N. 231, LT 9 QD B ;200.000,00;200.000,00;0.00;Casa, 0.00 de área total, 52.69 de área privativa, 301.20 de área do terreno,  2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418608742
 8787705728351 ;SP ;BADY BASSITT ;JARDIM DAS PALMEIRAS ;RUA PROJETADA 9, N. 2172, LT 1 QD 11 ;143.000,00;143.000,00;0.00;Casa, 0.00 de área total, 45.75 de área privativa, 289.93 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705728351
 8787706247004 ;SP ;BADY BASSITT ;JARDIM MONACO ;RUA, N. 3826, LT 13 QD R ;180.000,00;180.000,00;0.00;Casa, 0.00 de área total, 42.98 de área privativa, 140.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706247004
 8787708566760 ;SP ;BADY BASSITT ;JARDIM DAS PALMEIRAS ;RUA PROJETADA 02, N. 1572, LT 03 QD 04 ;185.000,00;185.000,00;0.00;Casa, 0.00 de área total, 45.75 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708566760
 1444413338625 ;SP ;BADY BASSITT ;CENTRO ;RUA PROJETADA DEZ, N. SN, LT 6 QD I ;274.357,80;274.357,80;0.00;Terreno, 0.00 de área total, 114.70 de área privativa, 209.50 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413338625
 8444417147091 ;SP ;BADY BASSITT ;CENTRO ;RUA 3, N. 1135, LT 02 QD 03 ATUAL RUA  NEUSA PERES ;253.000,00;253.000,00;0.00;Casa, 0.00 de área total, 90.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417147091
 8787710677476 ;SP ;BADY BASSITT ;CENTRO ;RUA PROJETADA 06, N. 3180, LT 25 QUADRA O ;150.000,00;150.000,00;0.00;Casa, 0.00 de área total, 47.40 de área privativa, 200.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710677476
 8787713106151 ;SP ;BADY BASSITT ;CENTRO ;RUA LUIZ SPURIO, N. 380, LT 04 QD E ;125.000,00;125.000,00;0.00;Casa, 0.00 de área total, 42.74 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713106151
 8787703346176 ;SP ;BADY BASSITT ;JARDIM DAS PALMEIRAS ;RUA PROJETADA 10, N. 2213, LT 09 QD 13 ;125.992,00;117.000,00;0.00;Casa, 0.00 de área total, 45.75 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703346176
 8787712467240 ;SP ;BADY BASSITT ;BAIRRO DA CIDADE ;RUA PROJETADA 28, N. 4007, LT36 QDAE LOT AURORA I ;139.809,62;129.500,00;0.00;Casa, 0.00 de área total, 47.40 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712467240
 8444423450485 ;SP ;BARBOSA ;CENTRO ;RUA XV DE NOVEMBRO, N. 136, 0 ;162.000,00;162.000,00;0.00;Casa, 0.00 de área total, 61.71 de área privativa, 540.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423450485
 8444423367766 ;SP ;BARIRI ;CENTRO ;AVENIDA SANTO EXPEDITO, N. 71, LT 09 QD I ;140.000,00;140.000,00;0.00;Casa, 0.00 de área total, 70.05 de área privativa, 170.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423367766
 8555516311622 ;SP ;BARIRI ;JARDIM ESPERANCA II ;AVENIDA  PEDRO FERREIRA, N. 119, LT 02, QD H ;125.000,00;125.000,00;0.00;Casa, 0.00 de área total, 52.09 de área privativa, 140.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555516311622
 8444405979810 ;SP ;BARIRI ;JARDIM ESPERANCA ;ALAMEDA SEBASTIAO MOYSES DOS SANTOS, N. 43, LT F ;110.000,00;110.000,00;0.00;Casa, 0.00 de área total, 56.00 de área privativa, 136.25 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405979810
 8444418732915 ;SP ;BARIRI ;VILA SANTA HELENA ;RUA JOAO PULPA, N. 68, LT 46B, QD C ;113.672,95;110.700,00;0.00;Casa, 0.00 de área total, 58.57 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418732915
 10147052 ;SP ;BARRA BONITA ;JARDIM DAS ORQUIDEAS ;RUA LUIZ JACOMINI (ANTIGA RUA D), N. S/N, LT 26, QD 15 ;399.135,00;550.000,00;27.43;Casa, 0.00 de área total, 750.00 de área privativa, 750.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10147052
 8444423033663 ;SP ;BARRA BONITA ;RESIDENCIAL STANGHERLIN ;RUA THYRSOM STANGHERLIM, N. 160, 0 ;170.000,00;170.000,00;0.00;Casa, 0.00 de área total, 56.00 de área privativa, 200.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423033663
 8444419595474 ;SP ;BARRA BONITA ;LOTEAMENTO VITORIA ;RUA OSVALDO BRANCALEONE, N. 181, LOTE 8 QUADRA Z ;135.000,00;135.000,00;0.00;Casa, 0.00 de área total, 45.10 de área privativa, 159.26 de área do terreno,  1 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419595474
 8787708338724 ;SP ;BARRETOS ;CONJUNTO HABITACIONAL VIDA NOVA ;RUA VN 66  JOSE RENATO ALVES PEREIRA, N. 256, QD 13 LT 15 ;102.900,00;147.000,00;30.00;Casa, 0.00 de área total, 45.47 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708338724
 8787708415800 ;SP ;BARRETOS ;CONJUNTO HABITACIONAL VIDA NOVA ;RUA VN 70  FRANCISCO SABINO, N. 183, QD 14 LT 41 ;115.500,00;165.000,00;30.00;Casa, 0.00 de área total, 45.47 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708415800
 10175620 ;SP ;BARRETOS ;AMERICA ;RUA PARAGUAI, N. 1831 ;1.315.000,00;1.315.000,00;0.00;Comercial, 0.00 de área total, 441.01 de área privativa, 726.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10175620
 8444423883519 ;SP ;BARRETOS ;RESIDENCIAL MAIS PARQUE ;AVENIDA MP 15  JOSE ALVES DE SOUZA, N. 23, QUADRA 36 ;157.876,66;157.876,66;0.00;Casa, 0.00 de área total, 52.20 de área privativa, 200.48 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423883519
 8555537405103 ;SP ;BARRETOS ;CONJUNTO HABITACIONAL VIDA NOVA ;RUA VN 2  JOSE SANTANA DA ROCHA, N. 691, 0 ;185.000,00;185.000,00;0.00;Casa, 0.00 de área total, 104.48 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537405103
