 do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
 8444406918423 ;SP ;PINDAMONHANGABA ;BAIRRO ATANAZIO ;RUA KURT MAISCHBERGER N 441 QD42 LT10, N. 441, QD42 LT10 ;90.607,62;163.492,63;44.58;Casa, 0.00 de área total, 47.40 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406918423
 8555539498982 ;SP ;PINDAMONHANGABA ;JARDIM ELOYNA ;RUA ROMA, N. 101, Apto 37, VAGA 56 ;85.902,23;143.170,39;40.00;Apartamento, 0.00 de área total, 48.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539498982
 8787706049830 ;SP ;PINDAMONHANGABA ;ALTO DO CARDOSO ;AVENIDA PADRE JOSE MARIA GUIMARAES ALVES, N. 150, Apto 407, BL 13 ;108.500,00;155.000,00;30.00;Apartamento, 0.00 de área total, 45.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706049830
 8787706602670 ;SP ;PINDAMONHANGABA ;FEITAL ;AVENIDA JOAO FRANCISCO DA SILVA, N. 2620, Apto 1, BL B ;117.600,00;168.000,00;30.00;Apartamento, 0.00 de área total, 49.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706602670
 8555538998094 ;SP ;PINDAMONHANGABA ;JARDIM ELOYNA ;RUA ROMA, N. 101, Apto 7 ;98.000,00;140.000,00;30.00;Apartamento, 0.00 de área total, 48.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538998094
 8555539419934 ;SP ;PINDAMONHANGABA ;JARDIM ELOYNA ;RUA ROMA, N. 101, Apto 33, VAGA 54 ;119.821,71;171.173,87;30.00;Apartamento, 0.00 de área total, 48.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539419934
 8444407076361 ;SP ;PINDAMONHANGABA ;MOMBACA ;RUA MOACYR GONCALVES DE ARAUJO N 40 LT13 QDF3, N. 40, LT13 QDF3 ;112.700,00;161.000,00;30.00;Casa, 0.00 de área total, 55.51 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407076361
 10163902 ;SP ;PINDAMONHANGABA ;TRIANGULO ;RUA JOSE BENEDITO TEIXEIRA CESAR, N. 426, PREDIO COMERCIAL Nº 420 ;462.996,60;638.000,00;27.43;Prédio, 0.00 de área total, 399.65 de área privativa, 262.50 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10163902
 10143619 ;SP ;PINDAMONHANGABA ;TABAU ;RUA DOUTOR ELOY CHAVES, N. 25 ;830.200,80;1.144.000,00;27.43;Terreno, 0.00 de área total, 0.00 de área privativa, 1275.96 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10143619
 8555529278262 ;SP ;PINDAMONHANGABA ;Centro ;RUA LECTICIA BONONCINI SANTOS, N. 1739, Apto 36, BL 01 ;97.847,83;128.000,00;23.56;Apartamento, 0.00 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529278262
 8444409296237 ;SP ;PINDAMONHANGABA ;LOT RESIDENCIAL E CO ;RUA DOUTOR JOSE GOMES VIEIRA, N. 40, LT 16 QD 31 ;195.000,00;195.000,00;0.00;Casa, 0.00 de área total, 59.87 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409296237
 8444415479844 ;SP ;PINDAMONHANGABA ;JARDIM REGINA MOREIR ;RUA VEREADOR ANTONIO LEOPOLDI, N. 371, Apto 21, . ;157.000,00;157.000,00;0.00;Apartamento, 0.00 de área total, 52.73 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415479844
 8444422242498 ;SP ;PINDAMONHANGABA ;LOTEAMENTO JARDIM RE ;RUA THEREZINHA THEODORO DE CARVALHO, N. 126, LOTE 22  QUADRA 15 ;162.000,00;162.000,00;0.00;Casa, 0.00 de área total, 54.10 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422242498
 8444421524503 ;SP ;PINDAMONHANGABA ;CENTRO ;AVENIDA MARIA APPARECIDA GOFFI SANDIM, N. 187, LT 13 QD 34 ;208.000,00;208.000,00;0.00;Casa, 0.00 de área total, 86.39 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421524503
 8787704376273 ;SP ;PINDAMONHANGABA ;CENTRO ;AVENIDA ANTONIO FERNANDES, N. 140, Apto 32, BLOCO 5A ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 42.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704376273
 8787708151730 ;SP ;PINDAMONHANGABA ;ALTO DO CARDOSO ;AVENIDA JOSE MARIA GUIMARAES ALVES, N. 150, Apto 104, BL 02 ;151.000,00;151.000,00;0.00;Apartamento, 0.00 de área total, 39.14 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708151730
 8289800005803 ;SP ;PINDAMONHANGABA ;MOREIRA CESAR ;RUA JOAO PESSOA, N. 95, LT 11 QD E ;295.000,00;295.000,00;0.00;Casa, 0.00 de área total, 139.45 de área privativa, 178.57 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8289800005803
 8787708283768 ;SP ;PINDAMONHANGABA ;FEITAL ;AVENIDA  JOAO FRANCISCO DA SILVA, N. 2620, Apto 18, BL A ;165.000,00;165.000,00;0.00;Apartamento, 0.00 de área total, 49.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708283768
 8444424900182 ;SP ;PINDAMONHANGABA ;CONJUNTO HABITACIONAL TERRA DOS IPES ;RUA EUCLIDES DA CUNHA, N. 42, 0 ;182.500,00;182.500,00;0.00;Casa, 0.00 de área total, 55.06 de área privativa, 134.25 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424900182
 8444414515014 ;SP ;PINDAMONHANGABA ;RESIDENCIAL PASIN ;AVENIDA POLONIA, N. 176, LT 10 QD 23 ;215.000,00;215.000,00;0.00;Casa, 0.00 de área total, 69.40 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414515014
 8444414189966 ;SP ;PINDAMONHANGABA ;RESIDENCIAL COMERCIAL CIDADE VISTA ALEGR ;RUA SOLDADO PM PAULO MERCES DOS SANTOS, N. 175, LT 187 QD 10 ;150.000,00;150.000,00;0.00;Casa, 0.00 de área total, 46.93 de área privativa, 144.65 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414189966
 8444424573840 ;SP ;PINDAMONHANGABA ;JARDIM PRINCESA ;RUA PEDRO COSTA TERCLAVERS, N. 26, Apto 1, GARAGEM 01 ;204.000,00;204.000,00;0.00;Apartamento, 0.00 de área total, 51.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424573840
 8787704051560 ;SP ;PINDAMONHANGABA ;CONJUNTO RESIDENCIAL ARARETAMA ;AVENIDA ANTONIO FERNANDES SILVINHO LOCUTOR, N. 140, Apto 24, BL 1A ;144.000,00;144.000,00;0.00;Apartamento, 0.00 de área total, 42.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704051560
 8444414129270 ;SP ;PINDAMONHANGABA ;JARDIM ELOYNA ;RUA JABOTICABEIRA, N. 12, Apto 11, . ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 61.71 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414129270
 1444400790354 ;SP ;PINDAMONHANGABA ;LOTEAMENTO ALFREDO ABILIO FLORES ;RUA CONDESSA DE VIMIEIRO, N. 499, LT 54, QD D ;330.353,44;330.353,44;0.00;Casa, 0.00 de área total, 126.50 de área privativa, 179.64 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400790354
 1787700658985 ;SP ;PINDAMONHANGABA ;LOTEAMENTO INDUSTRIAL AGUA PRETA ;RUA VEREADOR ABEL FABRICIO DIAS, N. 6210, CS 199 ;203.006,99;203.006,99;0.00;Casa, 0.00 de área total, 40.37 de área privativa, 144.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700658985
 8787702145142 ;SP ;PINDAMONHANGABA ;RESIDENCIAL E COMERCIAL VIVER MELHOR PIN ;AVENIDA ANTONIO FERNANDES, N. 140, Apto 34, BL 7A ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 42.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702145142
 8555536793347 ;SP ;PINDAMONHANGABA ;JARDIM CARLOTA ;AVENIDA DOUTOR JOSE ADHEMAR CESAR RIBEIRO, N. 1551, Apto 13, GARAGEM 13 ;173.189,46;173.000,00;0.00;Apartamento, 0.00 de área total, 58.41 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536793347
 8787709768390 ;SP ;PINDAMONHANGABA ;FEITAL ;AVENIDA JOAO FRANCISCO DA SILVA, N. 2620, Apto 28, BL B ;157.000,00;156.500,00;0.00;Apartamento, 0.00 de área total, 49.99 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709768390
 8555539210830 ;SP ;PINDAMONHANGABA ;TAIPAS ;AVENIDA JOSE MONTEIRO ROMAO, N. 31, Apto 102, 10 ANDAR BL B ;190.000,00;189.000,00;0.00;Apartamento, 64.09 de área total, 0.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539210830
 8787706176492 ;SP ;PINDAMONHANGABA ;ALTO DO CARDOSO ;AVENIDA PADRE JOSE MARIA GUIMARAES ALVES, N. 150, Apto 207, 1 ANDAR BLC 15 VG N 211 ;153.900,00;150.000,00;0.00;Apartamento, 0.00 de área total, 45.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706176492
 8787710367841 ;SP ;PINDAMONHANGABA ;FEITAL ;AVENIDA JOAO FRANCISCO DA SILVA, N. 2620, Apto 44, BLOCO A ;157.000,00;152.500,00;0.00;Apartamento, 0.00 de área total, 49.97 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710367841
 8787702090682 ;SP ;PINDAMONHANGABA ;RESIDENCIAL E COMERCIAL VIVER MELHOR PIN ;AVENIDA ANTONIO FERNANDES, N. 140, Apto 44, BL 1B ;122.000,00;114.700,00;0.00;Apartamento, 0.00 de área total, 42.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702090682
 8787705181387 ;SP ;PINDAMONHANGABA ;FEITAL ; A JOAO FRANCISCO DA SILVA, N. 2620, 43, A ;157.000,00;147.000,00;0.00;Apartamento, 0.00 de área total, 49.97 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705181387
 8444411843835 ;SP ;PINDAMONHANGABA ;CONJUNTO RESIDENCIAL ARARETAMA ;RUA FERNANDO AGOSTINHO RAMOS MELLO, N. 94, QDD2 LT28 ;169.310,64;156.716,38;0.00;Casa, 0.00 de área total, 58.96 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411843835
 8555538547386 ;SP ;PINDAMONHANGABA ;CRISPIM ;AVENIDA MONSENHOR JOAO JOSE DE AZEVEDO, N. 462, Apto 401, 3 ANDAR BL 18 ;162.503,26;136.616,44;0.00;Apartamento, 0.00 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538547386
 8555539824197 ;SP ;PINDAMONHANGABA ;CRISPIM ;AVENIDA MONSENHOR JOAO JOSE DE AZEVEDO, N. 462, Apto 303, BL 21 ;165.472,79;138.000,00;0.00;Apartamento, 0.00 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539824197
 8555538543313 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA N 1423 402, N. 1423, Apto 402, 03 ANDAR BL 02 ;86.455,20;156.000,00;44.58;Apartamento, 0.00 de área total, 44.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538543313
 8555537537832 ;SP ;PIRACICABA ;JARDIM NOVA SUICA ;RUA ZULMIRA FERREIRA DO VALE, N. 1222, Apto 14, BL 07 ;81.600,00;136.000,00;40.00;Apartamento, 0.00 de área total, 44.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537537832
 8555533927946 ;SP ;PIRACICABA ;NOVA POMPEIA ;AVENIDA POMPEIA, N. 2940, Apto 402, BL 25 ;103.600,00;148.000,00;30.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533927946
 8555535070422 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA N 2277 AP401 BL3 VG295 P, N. 2277, Apto 401, AP401 BL3 VG295 ;110.600,00;158.000,00;30.00;Apartamento, 0.00 de área total, 46.59 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535070422
 8787703121247 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ;AVENIDA DAS ONDAS, N. 4604, Apto 402, 3 ANDAR BLOCO 29 ;94.290,00;134.700,00;30.00;Apartamento, 0.00 de área total, 44.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703121247
 8787705915283 ;SP ;PIRACICABA ;VILA SONIA ;RUA LEONILDA RODRIGUES DO AMARAL, N. 626, Apto 202, BL 03 ;112.000,00;160.000,00;30.00;Apartamento, 0.00 de área total, 43.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705915283
 8787707926002 ;SP ;PIRACICABA ;VILA SONIA ;RUA LISBOA, N. 400, Apto 404, BL 01 ;93.800,00;134.000,00;30.00;Apartamento, 0.00 de área total, 43.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707926002
 8787708350953 ;SP ;PIRACICABA ;VILA SONIA ;RUA RUA LISBOA, N. 400, Apto 301, BL 18 ;93.100,00;133.000,00;30.00;Apartamento, 0.00 de área total, 43.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708350953
 8787708829175 ;SP ;PIRACICABA ;VILA SONIA ;RUA LISBOA, N. 400, Apto 303, BL 16 ;93.800,00;134.000,00;30.00;Apartamento, 0.00 de área total, 43.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708829175
 8787709674680 ;SP ;PIRACICABA ;HIGIENOPOLIS ;AVENIDA A ANTONIO FAZANARO, N. 700, Apto 303, BL 07 VAGA 267 ;95.900,00;137.000,00;30.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709674680
 8555539847235 ;SP ;PIRACICABA ;POMPEIA ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 302, BLOCO 72 VAGA N 1102 ;95.900,00;137.000,00;30.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539847235
 8555539882235 ;SP ;PIRACICABA ;POMPEIA ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 201, BL 71 ;91.000,00;130.000,00;30.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539882235
 8787702755811 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ;AVENIDA DAS ONDAS, N. 4604, Apto 404, BL 23 ;108.930,33;150.000,00;27.38;Apartamento, 0.00 de área total, 44.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702755811
 8787711324518 ;SP ;PIRACICABA ;JARDIM ITAPUA ;AVENIDA PEDRO HABECHIAN, N. 20, Apto 209, TORRE 04 ;138.750,00;185.000,00;25.00;Apartamento, 0.00 de área total, 45.99 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711324518
 8555528532491 ;SP ;PIRACICABA ;SANTA TEREZINHA ;RUA NOSSA SENHORA DO CARMO, N. 505, Apto 401, BL 43 ;114.394,13;150.000,00;23.74;Apartamento, 0.00 de área total, 46.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528532491
 8555539260293 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 1423, Apto 201, BL 03 ;148.800,16;183.000,00;18.69;Apartamento, 0.00 de área total, 44.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539260293
 8787704386090 ;SP ;PIRACICABA ;VILA SONIA ;RUA LEONILDA RODRIGUES DO AMARAL, N. 500, Apto 303, BL 03 ;122.831,41;145.000,00;15.29;Apartamento, 0.00 de área total, 48.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704386090
 8787702163213 ;SP ;PIRACICABA ;LOTEAMENTO KOBAYAT LIBANO ;RUA FRANCISCO A D CAMPOS, N. 121, Apto 1, BL 16 ;122.585,49;140.000,00;12.44;Apartamento, 0.00 de área total, 44.72 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702163213
 8444424393418 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ;RUA RUA 32 ATUAL RUA RENATO PELIO RAMALHO, N. 95, LT 02  QD G1 ;139.629,96;152.500,00;8.44;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424393418
 8555537615477 ;SP ;PIRACICABA ;POMPEIA ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 302, BL 31 ;161.837,02;169.000,00;4.24;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537615477
 8787706697620 ;SP ;PIRACICABA ;DOIS CORREGOS ;RUA ANTONIO DE MORAES BARROS, N. 264, Apto 204, BL 13 ;131.000,00;131.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706697620
